Length of Face,Temple to Temple,Cheekbone to Cheekbone,Jawline,Time
13.11766275692716,9.737329006987416,7.990457284869653,19.93459517834325,0.4151449203491211
13.700000000000001,9.69333753882355,8.006237643636808,20.502664230146138,0.44354915618896484
13.941871350415285,9.877096480283154,8.023470607458254,20.893943334818744,0.46655988693237305
14.102629759044042,9.67749401528052,8.021394355208454,20.706236295464112,0.4800992012023926
14.008276253029823,9.655059457848576,7.9053249559384735,20.896117569926673,0.5076501369476318
14.219507171995906,9.598457571054238,7.906237643636809,20.933335843580352,0.5367298126220703
14.1,9.655059457848576,7.906703768289478,20.87677603797864,0.5707802772521973
14.100000000000001,9.676503125324947,7.907642735620417,20.913540066932658,0.6021740436553955
14.209901951359278,9.618643376267555,7.906237643636809,20.9828994145266,0.631436824798584
14.200000000000001,9.69873352417186,8.022196059994219,20.887674430585953,0.6669628620147705
14.119457364026424,9.59333753882355,7.8896954016885585,20.977267667842554,0.7131104469299316
14.00332963783729,9.541761902846513,7.889470804468034,20.974413800113393,0.7265830039978027
14.10192236625154,9.700126044364442,8.023470607458254,21.06169004654601,0.7455751895904541
14.0,9.6779846080152,7.989470804468033,20.841286550740346,0.8071856498718262
14.10990195135928,9.696882306950602,7.907805779416186,20.907397366669112,0.8412685394287109
14.112310562561765,9.621823604782145,8.021394355208454,21.00919127010662,0.8721611499786377
14.1,9.6779846080152,8.023135027325157,20.860846677568784,0.905836820602417
14.10384048104053,9.696882306950602,7.906237643636809,20.852324733724767,0.9359889030456543
14.1,9.776503125324949,8.023470607458254,21.031578555561502,0.9834597110748291
14.2,9.598363789640853,8.023135027325157,20.991982344067935,1.0166356563568115
14.1,9.600379937305775,8.023470607458254,20.9382979514647,1.0306134223937988
14.108276253029821,9.73899662157385,8.006119247493494,20.968698999839148,1.0496397018432617
14.1,9.718836752679891,8.023470607458254,20.90311396207692,1.082193374633789
14.1,9.740280420156262,8.021311232857293,21.121154222723163,1.1122055053710938
14.10192236625154,9.716071471407227,8.006346710132249,20.976125296708158,1.146209955215454
14.1,9.71095143917654,8.163091470014248,20.8210349209862,1.20668625831604
14.109999878739204,9.853801595585523,8.006237643636808,21.009975700518208,1.2426857948303223
13.911687096583659,9.758899978879244,8.104078269035847,20.811137268998575,1.289504051208496
14.009901951359279,9.894117025677938,8.104413849168942,20.803659404461268,1.301461935043335
14.00562562626491,9.758899978879244,8.122416109402227,20.822226240266517,1.32224702835083
13.90384048104053,9.819901238530608,8.071298873315648,20.664679172514745,1.3524775505065918
13.9100613982542,9.933105012119288,8.0407035712797,20.778164340995062,1.3854022026062012
13.910061398254204,9.73673565202921,8.006237643636808,20.67497227060303,1.416412115097046
13.809901951359281,9.795188756044809,8.007039348422573,20.63423531690711,1.4487249851226807
13.709901951359278,9.636735652029211,8.005902063503713,20.470676152467203,1.4784250259399414
13.60384048104053,9.641761902846515,7.907784849712972,20.372195022135028,1.5121736526489258
13.504414904268426,9.49674138776534,7.808146709478675,20.249598113810155,1.5611886978149414
13.402775637731995,9.461556198973053,7.717615753628772,20.20701227307883,1.5922505855560303
13.500000000000002,9.452312203264759,7.790634369019499,20.079017531313713,1.6243557929992676
13.412677589091276,9.338658018280748,7.72592452493205,19.99456838634654,1.656865119934082
13.404626854953253,9.341549834630971,7.789832664233733,19.97357451283097,1.6910881996154785
13.4,9.340139500970999,7.710019294211159,19.938156673047988,1.7191009521484375
13.412677589091274,9.33821713471946,7.708691561110605,20.127204620865882,1.7523505687713623
13.319784370277823,9.33821713471946,7.7097855082732725,20.00930618488131,1.7835910320281982
13.473343312876072,9.340139500970999,7.693354249237592,19.839211620383516,1.8175897598266602
13.40769089890115,9.399939053744488,7.713902407282197,19.945591775644772,1.865577220916748
13.428659436592458,9.260358571068704,7.714562637198597,20.035366934792616,1.896836519241333
13.610275453669184,9.401861419996026,7.59375642890064,20.130646813042755,1.9299695491790771
13.637359166969878,9.340216335358821,7.730134652968035,20.262814147177362,1.9601340293884277
13.621803103357918,9.340139500970999,7.694852971912992,20.26864424892869,1.9948883056640625
13.61900793318519,9.340139500970999,7.792592864349174,20.3010972036652,2.0252370834350586
13.61596715193097,9.458966050876123,7.692592864349175,20.33337826976777,2.056546211242676
13.71759285026043,9.487986889125361,7.7643298457675325,20.55286086570519,2.0880606174468994
13.739076180242554,9.483478385166208,7.783698085758212,20.66052276754373,2.1350724697113037
13.748032832918247,9.45036820446482,7.813406862855436,20.417385516482444,2.169353723526001
13.86045417218746,9.43798084164195,7.687168722952798,20.70846807266629,2.200455904006958
13.947061655442855,9.462945441308726,7.703572093675019,20.656368744079206,2.233349323272705
13.955351245203548,9.55392074609792,7.799220852849663,20.703198627029384,2.2627017498016357
13.944953628856165,9.534574523563718,7.79069956303225,20.92961151198533,2.2976133823394775
14.047645201361323,9.624596211303475,7.902334278023495,20.83550426655909,2.3272409439086914
14.064983004510726,9.620515804029559,7.9030227693278405,20.925675752233648,2.3590664863586426
14.052647007774736,9.612018974459568,7.873094359013471,20.81933472188129,2.391961097717285
13.958085093338124,9.489212790079769,7.787402820262919,20.792306122880433,2.437748432159424
14.045597682072028,9.55837747130183,7.77308566267926,20.891495702343914,2.4718315601348877
13.945660795158236,9.695352445994963,7.888728951124213,20.825176104026678,2.5048725605010986
13.962975746081483,9.55545271072669,7.772117296071986,20.86129939327764,2.5367465019226074
13.941032867561226,9.550297055434541,7.883514768162712,20.94333041645976,2.568854331970215
13.927139781865757,9.529278693173143,7.868470593472748,21.028883094525625,2.6019256114959717
13.94451488900496,9.627546983958549,7.867032334971476,20.846841180666733,2.6342782974243164
14.033355250265362,9.50252592398451,7.7678878710132,21.101826985135492,2.665409803390503
14.136152943902761,9.589877538110324,7.798513942288262,21.000186263730104,2.7151384353637695
14.027413378144468,9.503712637217285,7.779937356273523,20.99297413876869,2.7292120456695557
13.938885813217345,9.602454774954232,7.784903695266004,20.734404364749327,2.7462315559387207
14.023241222142367,9.600532408702694,7.773246168302915,20.919539933523456,2.809093475341797
13.93356417725518,9.461525296815608,7.783698085758212,20.822084128776122,2.8423728942871094
13.831303144268594,9.502135815372942,7.773222477769966,20.753474075763695,2.8736624717712402
13.831869488782203,9.503697455263913,7.764565700633839,20.76461813926801,2.906384229660034
13.837338712715498,9.459674079594349,7.765823562896892,20.650661105945733,2.9369072914123535
13.940503246310733,9.462209788289963,7.764565700633839,20.824456406653535,2.983940362930298
13.933837773533888,9.429349842203422,7.783645833002951,20.820388791406476,3.0173215866088867
13.936846533301322,9.429099615679078,7.58595819332203,20.82602767276993,3.0303661823272705
13.929907963701398,9.461525296815608,7.765587708030587,20.781910261736062,3.0491983890533447
13.935318928455526,9.515762570904883,7.784700331058977,20.81209274489939,3.0806329250335693
13.828993113797967,9.448374689183003,7.764740893623713,20.690688661853887,3.1132307052612305
13.852352079186854,9.440804004959483,7.783645833002951,20.734370203456717,3.145035982131958
13.915710712908885,9.342061867222537,7.675714560196736,20.769184249045644,3.208111524581909
13.839965315849517,9.342067552580081,7.684700331058977,20.625695423050733,3.24200177192688
13.835318928455528,9.589877538110324,7.783853516652102,20.835212274102688,3.2888247966766357
13.937727539658015,9.589877538110324,7.780902936341715,20.84960909448276,3.2989325523376465
14.017336411238341,9.440804004959483,7.684700331058977,20.851132398159066,3.321229934692383
13.935972788457667,9.440804004959483,7.6804883079751765,20.71651311798033,3.3526413440704346
13.829377947788581,9.587955171858788,7.7643298457675325,20.70142223023896,3.3886399269104004
13.82861835232871,9.565923392655566,7.864533209974561,20.777083888450964,3.4206154346466064
13.935318928455528,9.489468371815612,7.7643298457675325,20.841763788676552,3.4493720531463623
13.829083570549376,9.43463264553975,7.67251064708559,20.71876048131877,3.47930908203125
13.927853076091456,9.434703794570028,7.765823562896892,20.862419142193446,3.513113021850586
13.82000601234212,9.461023075057188,7.686445240543904,20.65376602968242,3.5609591007232666
13.835409385206933,9.548374689183003,7.765620198689865,20.73474667438869,3.593759775161743
13.936233660378154,9.4489480599717,7.764565700633839,20.732905813763832,3.624852418899536
13.842266874231761,9.448374689183003,7.77219167024689,20.636402610576358,3.657360315322876
13.830268324065976,9.45392074609792,7.779904865614245,20.792367417111368,3.6877338886260986
13.9201620535501,9.500603557732973,7.7643298457675325,20.765656361651548,3.720400810241699
13.941555414321124,9.41572308667148,7.665823562896892,20.765680810153953,3.7513694763183594
13.824646551694217,9.587889099861908,7.774222521364093,20.6806698218453,3.784061908721924
13.823671477835802,9.461023075057188,7.666878060952918,20.831779840995566,3.814877510070801
13.836336841487782,9.441990718192258,7.684700331058977,20.832005486426326,3.8648009300231934
13.828993113797969,9.48162716794495,7.765620198689865,20.7443051458025,3.896299123764038
13.928112107441278,9.528155619085297,7.764565700633839,20.836540259560618,3.9300005435943604
13.92393325746852,9.528155619085297,7.779370101575239,20.753950199276126,3.9610447883605957
14.023572897103938,9.56095192602691,7.9400031523687025,20.974077391244133,3.9923555850982666
14.130087749244765,9.638658018280747,7.891769818966729,20.89235620104512,4.025005340576172
14.128202564192682,9.72468569814663,7.840475965619982,21.11576001372404,4.0581443309783936
14.21379846371293,9.72468569814663,7.852875683011472,21.164728608645202,4.0879034996032715
14.234367928232285,9.726167180836882,7.984575945525416,21.2303995287342,4.134639739990234
14.311984381252143,9.738810489677668,7.986367051766624,21.29576364807457,4.167797565460205
14.524294943813908,10.016779160410064,8.07952751919956,21.476873566078556,4.201312065124512
14.511984381252143,9.983364609684223,8.17079658896224,21.751663020958922,4.234492301940918
14.622158625632988,10.060115754100725,8.060423507629675,21.798780690521905,4.264332056045532
14.726826246110456,10.005441480699899,8.26975409339208,21.930393016509512,4.297483921051025
14.828757963666343,10.158634271410472,8.270149339727356,22.292909310820253,4.327603816986084
14.914363985415006,10.275468684909075,8.383706160574123,22.34515037135128,4.363085031509399
15.112655057832047,10.225403665486018,8.369633024410776,22.43367359920019,4.391912937164307
15.355021597693531,10.274449123000577,8.582188937601998,22.837761521491966,4.439448118209839
15.420160746710692,10.476208745903248,8.583153698942834,22.97885985200428,4.470600605010986
15.552076703537463,10.617976340541446,8.694886171007955,23.12628222245508,4.506216287612915
15.633270703522566,10.495136699686254,8.61425471430892,23.19901988474577,4.539249658584595
15.747895735684388,10.616191195317066,8.711883279963093,23.29444227822518,4.569055080413818
15.832750576682589,10.711492483740997,8.893258405642655,23.57578451343305,4.599891901016235
15.856745116349806,10.775587532837493,8.86876315417374,23.503993427938525,4.633809328079224
15.923929776784913,10.916714063537096,8.979136235506305,23.605632961018944,4.665748834609985
16.050655482267018,10.917653030868037,9.053539677035205,23.79718120647405,4.711469411849976
16.041922782331195,11.016714063537096,9.053539677035205,23.880032022572426,4.724260091781616
16.07137785422439,11.014010857822964,9.06049067989083,24.01338639357716,4.748245716094971
16.241224845040712,11.03475780642694,9.078614042276204,24.058027557265977,4.807254076004028
16.22072459334327,11.163898259450368,9.16049067989083,24.280163723260664,4.840174198150635
16.464247397052173,11.284338313559802,9.159338208997468,24.4797207457231,4.8721535205841064
16.440893170079143,11.197532283914695,9.145321330174376,24.539758799223282,4.904136896133423
16.440764350090465,11.141877100193186,9.258497031842493,24.757808372125634,4.937139987945557
16.539267471749685,11.217453136871073,9.273989583496478,24.720980859052144,4.969135046005249
16.460132715987235,11.295194434688414,9.252325201697197,24.715537813500593,5.014651298522949
16.4796074906922,11.29601748007086,9.266187319528793,24.714934545085065,5.026652574539185
16.558552745462684,11.284338313559802,9.381414315971094,24.78690659809943,5.049654960632324
16.467919292699147,11.317405821998486,9.358956563110418,24.752085559941523,5.081657886505127
16.556237591584853,11.483035917791902,9.37683399714007,24.94681256179331,5.112090349197388
16.541857022221325,11.383080451296749,9.358223435563783,24.757150876282125,5.142637252807617
16.674186517488142,11.26924943177932,9.344242482444969,25.085362716438905,5.207494258880615
16.555154312230368,11.582257405914303,9.532031911098088,24.842090039741617,5.24066424369812
16.664569160637612,11.351708094564788,9.457996550668227,24.874425675831894,5.2881879806518555
16.659802235325728,11.493822312955185,9.457996550668227,24.88604190888731,5.300184488296509
16.773377986005563,11.362140207112207,9.457996550668227,25.0911203645738,5.321184873580933
16.72752104617781,11.483080451296749,9.475873984697879,25.121315258886174,5.35518741607666
16.76292178743315,11.583080451296748,9.461072899535342,25.059116044354294,5.386229753494263
16.748455409873195,11.483178131307078,9.474935017366938,24.966001030164687,5.4179346561431885
16.759338624534088,11.483178131307078,9.474935017366938,25.204232093801824,5.447906970977783
16.742660770127273,11.495451376269196,9.475407830618218,24.956250202968672,5.481001853942871
16.83255238389916,11.456206448247062,9.474935017366938,25.048511387717777,5.513540506362915
16.73255238389916,11.512808335041402,9.474935017366938,25.004269042204076,5.5595221519470215
16.86547993169581,11.580742602070467,9.472910735767073,25.168570349391235,5.592144966125488
16.75216634475297,11.519642361593853,9.472910735767073,25.106143659687298,5.62472128868103
16.850328593472145,11.54691827746777,9.564018814445351,25.04485838072619,5.657527208328247
16.756337441112635,11.471871004602797,9.550442745588121,25.083760083615612,5.690074682235718
16.75153732632102,11.41589101815465,9.464018814445351,24.872995259085457,5.72078275680542
16.84874561491858,11.540293385172914,9.46201186686628,25.165065259228587,5.7538158893585205
16.828840465791437,11.59961436468651,9.556896107635318,25.199189478175697,5.783994436264038
16.87033853349134,11.604167318138748,9.4683305832453,25.155391705875694,5.818762302398682
16.867495063836866,11.73305694483582,9.561055565514547,25.341742555933074,5.865577220916748
16.960150609528508,11.682212872409458,9.665957531359542,25.375225795636045,5.89812159538269
16.955051576896953,11.619280426248425,9.551209897419394,25.26423956110721,5.929122447967529
16.980645390242096,11.722311807957448,9.556788058026976,25.36078195315128,5.959379196166992
17.0582583768815,11.738469590705051,9.574665492056628,25.46161227867576,5.992611646652222
16.846578704243086,11.704167318138747,9.655775632833372,25.25565153972766,6.022903203964233
16.86107225115079,11.62303908075479,9.572495704409315,25.23879515165969,6.056877136230469
16.976180205431028,11.605779801992911,9.572769300688023,25.367858318101323,6.087347030639648
17.066301166482436,11.683825356263622,9.67419599114273,25.36741495372719,6.134923934936523
17.07553463666551,11.70572943685517,9.77137522960737,25.43096422168361,6.168542146682739
17.210001548710796,11.70572943685517,9.672495704409314,25.70076906096639,6.2009665966033936
17.17025742793125,11.705412035014588,9.707511574858056,25.662308174744584,6.234183311462402
17.255403691709812,11.773724484787047,9.676399392287008,25.598936912663415,6.267186403274536
17.26551996517708,11.70572943685517,9.78831369630608,25.717163250202763,6.2966907024383545
17.276193333447424,11.708256919144455,9.676604208970819,25.715376674018252,6.330276727676392
17.26449677041991,11.80476436507445,9.6772923630799,25.707080297958072,6.358916521072388
17.17327411260702,11.794056412900295,9.676211281656403,25.460375742003126,6.394277811050415
17.183956533291504,11.846797947200418,9.760261638369224,25.662130532919893,6.441569089889526
17.191584930204872,11.84732016186506,9.79141687031079,25.602282158566855,6.474336862564087
17.14681027306835,11.70572943685517,9.771246032291181,25.71571306805074,6.504874229431152
17.14681027306835,11.70572943685517,9.766495768307312,25.62331824708317,6.537736654281616
17.16715939368124,11.7010846350255,9.672366507093125,25.662259270914813,6.571959018707275
17.064800019677595,11.683819524630728,9.67030984984969,25.73544273479472,6.6034767627716064
17.166211558208285,11.7010846350255,9.689943030903517,25.70233146709214,6.632482528686523
17.148262069484307,11.783774991125881,9.78831369630608,25.611208039320374,6.6657586097717285
17.164067098424525,11.705737811656242,9.676604208970819,25.588396412190544,6.714600563049316
17.165666242263182,11.8010846350255,9.78831369630608,25.55355814917596,6.744718790054321
17.265666242263183,11.72303908075479,9.787883588770633,25.679316002304056,6.757717847824097
17.267322270388032,11.723924291811613,9.690510411244977,25.787816749957955,6.807904005050659
17.278529551137588,11.811641468303826,9.788822556101573,25.912718768562154,6.840996265411377
17.165131694639165,11.800357362228159,9.706340868283029,25.600889162342863,6.872685194015503
17.15589294555795,11.783783365926952,9.689943030903517,25.508780433252486,6.906956195831299
17.256210667203856,11.877562883230102,9.683455811171473,25.628306403836707,6.9350128173828125
17.285834814510636,11.722997090418119,9.689943030903517,25.650757286276654,6.96934175491333
17.174196488721314,11.773883153181153,9.687892336650817,25.700336499799633,7.017617464065552
17.16975194561569,11.755896601621934,9.701434609838202,25.71823757736459,7.031615257263184
17.259720552352714,11.721159946805432,9.78831369630608,25.651093116577524,7.049398183822632
17.154711140705544,11.683825356263622,9.591900411357235,25.67594829228328,7.081211805343628
17.169935031413235,11.65004915161318,9.602191171025709,25.50270159081162,7.112623691558838
17.179568946197456,11.682212872409458,9.57972646082769,25.669198101878386,7.144542694091797
17.151394046465835,11.634762780770693,9.602940058838174,25.43519513079594,7.207530975341797
17.181694642273346,11.702697047799758,9.678394842400408,25.564981677475632,7.241372585296631
17.040228124840844,11.719689676466443,9.69169075904694,25.591744709744777,7.288876295089722
17.06063661968522,11.748629668301255,9.607694153904164,25.470914651078274,7.299878835678101
17.147763288599993,11.837125140407453,9.673548388711733,25.5496648540104,7.320903062820435
17.16881687554676,11.854731363162362,9.586668633992346,25.255815424457648,7.351775169372559
17.076012010035477,11.897207409633388,9.684799336170698,25.357940145826397,7.384530782699585
17.202450763281583,11.808035504249053,9.6735112084907,25.45896526029515,7.4170613288879395
16.9796486177981,11.864259047938596,9.674431802525952,25.34694194791186,7.447163105010986
17.076883540448843,11.821581146238389,9.58426613623192,25.44628403848287,7.4821672439575195
17.200924430091685,11.79108231645825,9.58159989073366,25.46601081314186,7.511589765548706
16.98218363598751,11.80772975239743,9.568579857429416,25.493390777593856,7.545736312866211
